2.881100E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
-5.452539E+00,-2.762076E-02,-3.327630E-03,-2.453118E-04,-6.332107E-06
8.170734E+00,5.708244E-02,1.293374E-03,0.000000E+00,0.000000E+00
6.380594E+00,1.046470E-01,8.553860E-04,-1.572857E-04,0.000000E+00
-4.595514E+00,1.328152E-02,9.294096E-04,-8.243998E-05,-9.490079E-06
8.805680E+00,5.468057E-02,1.121881E-03,0.000000E+00,0.000000E+00
7.080690E+00,1.142540E-01,6.869247E-04,-2.257365E-04,0.000000E+00
-4.971377E+00,-1.668833E-02,-2.409638E-03,-2.840529E-04,-2.934495E-05
9.525862E+00,6.639994E-02,7.836529E-04,-2.447910E-04,-2.415297E-05
7.888211E+00,9.954169E-02,-1.327510E-04,-2.926856E-04,-4.717532E-05
-6.720756E+00,7.203127E-02,6.766486E-03,-1.019894E-03,9.196578E-05
1.055726E+01,8.397717E-03,9.849480E-04,3.539965E-04,-4.236150E-05
8.707609E+00,3.713173E-02,-1.670186E-02,-5.094908E-04,4.248200E-04
-6.218117E+00,-7.145834E-02,6.529894E-04,1.599394E-03,1.981881E-05
1.020784E+01,2.553473E-02,-3.549988E-03,0.000000E+00,0.000000E+00
8.422438E+00,1.125955E-01,-3.204629E-03,-1.655103E-03,-2.051312E-04
-6.611171E+00,8.990124E-02,-5.418532E-03,0.000000E+00,0.000000E+00
1.096136E+01,2.887564E-02,-3.621097E-04,0.000000E+00,0.000000E+00
9.253817E+00,1.341329E-02,-6.004835E-03,1.860800E-03,-1.229602E-04
